game,result,game_state
3,1/2-1/2,7Q/2Q3K1/8/P1B5/R4PR1/4P3/4k3/8 w - - 13 104
3,1/2-1/2,7Q/1Q4K1/8/P1B5/R4PR1/4P3/4k3/8 b - - 14 104
3,1/2-1/2,7Q/1Q4K1/8/P1B5/R4PR1/4P3/8/5k2 w - - 15 105
3,1/2-1/2,7Q/1Q4K1/8/P1B5/5PR1/4P3/R7/5k2 b - - 16 105
3,1/2-1/2,7Q/1Q4K1/8/P1B5/5PR1/4P3/R7/4k3 w - - 17 106
3,1/2-1/2,7Q/6K1/8/P1B5/1Q3PR1/4P3/R7/4k3 b - - 18 106
3,1/2-1/2,7Q/6K1/8/P1B5/1Q3PR1/4P3/R7/5k2 w - - 19 107
3,1/2-1/2,7Q/6K1/8/P1B5/Q4PR1/4P3/R7/5k2 b - - 20 107
3,1/2-1/2,7Q/6K1/8/P1B5/Q4PR1/4P3/R7/4k3 w - - 21 108
3,1/2-1/2,7Q/6K1/8/P1B5/Q4P2/4P3/R5R1/4k3 b - - 22 108
3,1/2-1/2,7Q/6K1/8/P1B5/Q4P2/4P3/R5R1/5k2 w - - 23 109
3,1/2-1/2,7Q/6K1/8/P1B5/Q4P2/4P1R1/R7/5k2 b - - 24 109
3,1/2-1/2,7Q/6K1/8/P1B5/Q4P2/4P1R1/R7/4k3 w - - 25 110
3,1/2-1/2,7Q/8/5K2/P1B5/Q4P2/4P1R1/R7/4k3 b - - 26 110
3,1/2-1/2,7Q/8/5K2/P1B5/Q4P2/4P1R1/R7/5k2 w - - 27 111
3,1/2-1/2,3Q4/8/5K2/P1B5/Q4P2/4P1R1/R7/5k2 b - - 28 111
3,1/2-1/2,3Q4/8/5K2/P1B5/Q4P2/4P1R1/R7/4k3 w - - 29 112
3,1/2-1/2,3Q4/8/5K2/P1B5/5P2/1Q2P1R1/R7/4k3 b - - 30 112
3,1/2-1/2,3Q4/8/5K2/P1B5/5P2/1Q2P1R1/R7/5k2 w - - 31 113
3,1/2-1/2,3Q4/5K2/8/P1B5/5P2/1Q2P1R1/R7/5k2 b - - 32 113
3,1/2-1/2,3Q4/5K2/8/P1B5/5P2/1Q2P1R1/R7/4k3 w - - 33 114
3,1/2-1/2,3Q2R1/5K2/8/P1B5/5P2/1Q2P3/R7/4k3 b - - 34 114
3,1/2-1/2,3Q2R1/5K2/8/P1B5/5P2/1Q2P3/R7/5k2 w - - 35 115
3,1/2-1/2,3Q2R1/5K2/8/P1B5/5P2/RQ2P3/8/5k2 b - - 36 115
3,1/2-1/2,3Q2R1/5K2/8/P1B5/5P2/RQ2P3/8/4k3 w - - 37 116
3,1/2-1/2,3QK1R1/8/8/P1B5/5P2/RQ2P3/8/4k3 b - - 38 116
3,1/2-1/2,3QK1R1/8/8/P1B5/5P2/RQ2P3/4k3/8 w - - 39 117
3,1/2-1/2,3QK3/8/8/P1B5/5P2/RQ2P3/4k1R1/8 b - - 40 117
3,1/2-1/2,3QK3/8/8/P1B5/5P2/RQ2P3/6R1/4k3 w - - 41 118
3,1/2-1/2,3QK3/8/8/P1B5/5P2/R2QP3/6R1/4k3 b - - 42 118
4,1/2-1/2,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1
4,1/2-1/2,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1
4,1/2-1/2,rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
4,1/2-1/2,rnbqkbnr/ppp1pppp/3p4/8/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2
4,1/2-1/2,rnbqkbnr/ppp1p1pp/3p4/5p2/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3
4,1/2-1/2,rnbqkbnr/ppp1p1pp/3p4/5p2/3P4/4P3/PPP1QPPP/RNB1KBNR b KQkq - 1 3
4,1/2-1/2,rn1qkbnr/pppbp1pp/3p4/5p2/3P4/4P3/PPP1QPPP/RNB1KBNR w KQkq - 2 4
4,1/2-1/2,rn1qkbnr/pppbp1pp/3p4/5p2/3P4/4P2N/PPP1QPPP/RNB1KB1R b KQkq - 3 4
4,1/2-1/2,rn1qkbnr/ppp1p1pp/3p4/5p2/b2P4/4P2N/PPP1QPPP/RNB1KB1R w KQkq - 4 5
4,1/2-1/2,rn1qkbnr/ppp1p1pp/3p4/5p2/b2P4/2N1P2N/PPP1QPPP/R1B1KB1R b KQkq - 5 5
4,1/2-1/2,rn1qkbnr/ppp1p1pp/2bp4/5p2/3P4/2N1P2N/PPP1QPPP/R1B1KB1R w KQkq - 6 6
4,1/2-1/2,rn1qkbnr/ppp1p1pp/2bp4/5p2/3P4/2N1P2N/PPP1QPPP/R1B1KBR1 b Qkq - 7 6
4,1/2-1/2,r2qkbnr/ppp1p1pp/n1bp4/5p2/3P4/2N1P2N/PPP1QPPP/R1B1KBR1 w Qkq - 8 7
4,1/2-1/2,r2qkbnr/ppp1p1pp/n1bp4/5pN1/3P4/2N1P3/PPP1QPPP/R1B1KBR1 b Qkq - 9 7
4,1/2-1/2,2rqkbnr/ppp1p1pp/n1bp4/5pN1/3P4/2N1P3/PPP1QPPP/R1B1KBR1 w Qk - 10 8
4,1/2-1/2,2rqkbnr/ppp1p1pp/n1bpN3/5p2/3P4/2N1P3/PPP1QPPP/R1B1KBR1 b Qk - 11 8
4,1/2-1/2,2r1kbnr/pppqp1pp/n1bpN3/5p2/3P4/2N1P3/PPP1QPPP/R1B1KBR1 w Qk - 12 9
4,1/2-1/2,2r1kbnr/pppqp1pp/n1bp4/5p2/3P1N2/2N1P3/PPP1QPPP/R1B1KBR1 b Qk - 13 9
4,1/2-1/2,2r1kb1r/pppqp1pp/n1bp1n2/5p2/3P1N2/2N1P3/PPP1QPPP/R1B1KBR1 w Qk - 14 10
4,1/2-1/2,2r1kb1r/pppqp1pp/n1bp1n2/5p2/3P1N2/2N1P3/PPPBQPPP/R3KBR1 b Qk - 15 10
4,1/2-1/2,2r1kb1r/pppqp1pp/n1bp4/5p2/3P1Nn1/2N1P3/PPPBQPPP/R3KBR1 w Qk - 16 11
4,1/2-1/2,2r1kb1r/pppqp1pp/n1bp4/5p2/3P1Nn1/2N1P2P/PPPBQPP1/R3KBR1 b Qk - 0 11
4,1/2-1/2,2r1kb1r/pppq2pp/n1bp4/4pp2/3P1Nn1/2N1P2P/PPPBQPP1/R3KBR1 w Qk - 0 12
4,1/2-1/2,2r1kb1r/pppq2pp/n1bp4/4pp2/3P1NP1/2N1P3/PPPBQPP1/R3KBR1 b Qk - 0 12
4,1/2-1/2,2r1kb1r/pppq2pp/n1bp4/5p2/3P1pP1/2N1P3/PPPBQPP1/R3KBR1 w Qk - 0 13
4,1/2-1/2,2r1kb1r/pppq2pp/n1bp4/5P2/3P1p2/2N1P3/PPPBQPP1/R3KBR1 b Qk - 0 13
4,1/2-1/2,2r1kb1r/ppp3pp/n1bp4/5q2/3P1p2/2N1P3/PPPBQPP1/R3KBR1 w Qk - 0 14
4,1/2-1/2,2r1kb1r/ppp3pp/n1bp4/5q2/3P1p2/2N1P3/PPP1QPP1/R1B1KBR1 b Qk - 1 14
4,1/2-1/2,2r1kb1r/ppp3pp/n1bp4/5q2/3P4/2N1p3/PPP1QPP1/R1B1KBR1 w Qk - 0 15
4,1/2-1/2,2r1kb1r/ppp3pp/n1bp4/5q2/3P4/2N1Q3/PPP2PP1/R1B1KBR1 b Qk - 0 15
4,1/2-1/2,2rk1b1r/ppp3pp/n1bp4/5q2/3P4/2N1Q3/PPP2PP1/R1B1KBR1 w Q - 1 16
4,1/2-1/2,2rk1b1r/ppp3pp/n1bp4/5qQ1/3P4/2N5/PPP2PP1/R1B1KBR1 b Q - 2 16
4,1/2-1/2,2rk1b1r/ppp3pp/n1bp1q2/6Q1/3P4/2N5/PPP2PP1/R1B1KBR1 w Q - 3 17
4,1/2-1/2,2rk1b1r/ppp3pp/n1bp1q2/6Q1/3P2P1/2N5/PPP2P2/R1B1KBR1 b Q - 0 17
4,1/2-1/2,2rk1b1r/ppp3pp/2bp1q2/2n3Q1/3P2P1/2N5/PPP2P2/R1B1KBR1 w Q - 1 18
4,1/2-1/2,2rk1b1r/ppp3pp/2bp1Q2/2n5/3P2P1/2N5/PPP2P2/R1B1KBR1 b Q - 0 18
4,1/2-1/2,2rk1b1r/ppp4p/2bp1p2/2n5/3P2P1/2N5/PPP2P2/R1B1KBR1 w Q - 0 19
4,1/2-1/2,2rk1b1r/ppp4p/2bp1p2/2P5/6P1/2N5/PPP2P2/R1B1KBR1 b Q - 0 19
4,1/2-1/2,2rk1b1r/ppp4p/2b2p2/2p5/6P1/2N5/PPP2P2/R1B1KBR1 w Q - 0 20
4,1/2-1/2,2rk1b1r/ppp4p/2b2p2/1Np5/6P1/8/PPP2P2/R1B1KBR1 b Q - 1 20
4,1/2-1/2,2rk1br1/ppp4p/2b2p2/1Np5/6P1/8/PPP2P2/R1B1KBR1 w Q - 2 21
4,1/2-1/2,2rk1br1/Npp4p/2b2p2/2p5/6P1/8/PPP2P2/R1B1KBR1 b Q - 0 21
4,1/2-1/2,r2k1br1/Npp4p/2b2p2/2p5/6P1/8/PPP2P2/R1B1KBR1 w Q - 1 22
4,1/2-1/2,r2k1br1/Npp4p/2b2p2/2p5/2B3P1/8/PPP2P2/R1B1K1R1 b Q - 2 22
4,1/2-1/2,r2k1b1r/Npp4p/2b2p2/2p5/2B3P1/8/PPP2P2/R1B1K1R1 w Q - 3 23
4,1/2-1/2,r2k1b1r/1pp4p/2N2p2/2p5/2B3P1/8/PPP2P2/R1B1K1R1 b Q - 0 23
4,1/2-1/2,r2k1b1r/2p4p/2p2p2/2p5/2B3P1/8/PPP2P2/R1B1K1R1 w Q - 0 24
4,1/2-1/2,r2k1b1r/2p4p/2p2p2/2p5/2B2BP1/8/PPP2P2/R3K1R1 b Q - 1 24
4,1/2-1/2,r2k1b1r/2p4p/2p5/2p2p2/2B2BP1/8/PPP2P2/R3K1R1 w Q - 0 25
4,1/2-1/2,r2k1b1r/2p4p/2p5/2p1Bp2/2B3P1/8/PPP2P2/R3K1R1 b Q - 1 25
4,1/2-1/2,3k1b1r/2p4p/2p5/2p1Bp2/r1B3P1/8/PPP2P2/R3K1R1 w Q - 2 26
4,1/2-1/2,3k1b1r/2p4p/2p5/2p1Bp2/r1B3P1/8/PPP2P2/3RK1R1 b - - 3 26
4,1/2-1/2,4kb1r/2p4p/2p5/2p1Bp2/r1B3P1/8/PPP2P2/3RK1R1 w - - 4 27
4,1/2-1/2,4kb1B/2p4p/2p5/2p2p2/r1B3P1/8/PPP2P2/3RK1R1 b - - 0 27
4,1/2-1/2,4kb1B/2p4p/2p5/2p2p2/2r3P1/8/PPP2P2/3RK1R1 w - - 0 28
4,1/2-1/2,4kb1B/2p4p/2p5/2p2p2/2r3P1/5P2/PPP5/3RK1R1 b - - 0 28
4,1/2-1/2,4kb1B/2p4p/2p5/2p5/2r2pP1/5P2/PPP5/3RK1R1 w - - 0 29
4,1/2-1/2,4kb2/2p4p/2p5/2p1B3/2r2pP1/5P2/PPP5/3RK1R1 b - - 1 29
4,1/2-1/2,4kb2/2p4p/2p5/2p1B3/5pP1/5P2/PPr5/3RK1R1 w - - 0 30
4,1/2-1/2,4kb2/2p4p/2p5/2p1B3/5pP1/P4P2/1Pr5/3RK1R1 b - - 0 30
4,1/2-1/2,4k3/2p1b2p/2p5/2p1B3/5pP1/P4P2/1Pr5/3RK1R1 w - - 1 31
4,1/2-1/2,4k3/2p1b2p/2p5/2p1B1P1/5p2/P4P2/1Pr5/3RK1R1 b - - 0 31
4,1/2-1/2,8/2p1bk1p/2p5/2p1B1P1/5p2/P4P2/1Pr5/3RK1R1 w - - 1 32
4,1/2-1/2,8/2p1bk1p/2p5/2p1B1P1/P4p2/5P2/1Pr5/3RK1R1 b - - 0 32
4,1/2-1/2,5k2/2p1b2p/2p5/2p1B1P1/P4p2/5P2/1Pr5/3RK1R1 w - - 1 33
4,1/2-1/2,5k2/2p1b2p/2p5/2p1B1P1/P4p2/5P2/1Pr5/3R1KR1 b - - 2 33
4,1/2-1/2,5k2/2p1b3/2p4p/2p1B1P1/P4p2/5P2/1Pr5/3R1KR1 w - - 0 34
4,1/2-1/2,5k2/2p1b3/2p4P/2p1B3/P4p2/5P2/1Pr5/3R1KR1 b - - 0 34
4,1/2-1/2,4k3/2p1b3/2p4P/2p1B3/P4p2/5P2/1Pr5/3R1KR1 w - - 1 35
4,1/2-1/2,4k3/2B1b3/2p4P/2p5/P4p2/5P2/1Pr5/3R1KR1 b - - 0 35
4,1/2-1/2,4k3/2B1b3/2p4P/2p5/P1r2p2/5P2/1P6/3R1KR1 w - - 1 36
4,1/2-1/2,4k3/2B1b3/2p4P/P1p5/2r2p2/5P2/1P6/3R1KR1 b - - 0 36
4,1/2-1/2,4k3/2B1b3/2p4P/P1p5/r4p2/5P2/1P6/3R1KR1 w - - 1 37
4,1/2-1/2,4k3/2B1b2P/2p5/P1p5/r4p2/5P2/1P6/3R1KR1 b - - 0 37
4,1/2-1/2,4k3/2B4P/2p2b2/P1p5/r4p2/5P2/1P6/3R1KR1 w - - 1 38
4,1/2-1/2,4k3/2B4P/2p2b2/P1p5/r4p2/5P2/1P4R1/3R1K2 b - - 2 38
4,1/2-1/2,5k2/2B4P/2p2b2/P1p5/r4p2/5P2/1P4R1/3R1K2 w - - 3 39
4,1/2-1/2,5k2/2B4P/2p2b2/P1p5/r4p2/5P2/1P1R4/3R1K2 b - - 4 39
4,1/2-1/2,4k3/2B4P/2p2b2/P1p5/r4p2/5P2/1P1R4/3R1K2 w - - 5 40
4,1/2-1/2,4k3/2B4P/2p2b2/P1p5/r4p2/5P2/1P4R1/3R1K2 b - - 6 40
4,1/2-1/2,4k3/2B4P/2p2b2/P1p5/2r2p2/5P2/1P4R1/3R1K2 w - - 7 41
4,1/2-1/2,4k3/2B4P/2p2b2/P1p5/2r2p2/5P2/1P2R3/3R1K2 b - - 8 41
4,1/2-1/2,8/2B2k1P/2p2b2/P1p5/2r2p2/5P2/1P2R3/3R1K2 w - - 9 42
4,1/2-1/2,3B4/5k1P/2p2b2/P1p5/2r2p2/5P2/1P2R3/3R1K2 b - - 10 42
4,1/2-1/2,3B3b/5k1P/2p5/P1p5/2r2p2/5P2/1P2R3/3R1K2 w - - 11 43
4,1/2-1/2,3B3b/3R1k1P/2p5/P1p5/2r2p2/5P2/1P2R3/5K2 b - - 12 43
4,1/2-1/2,3B1k1b/3R3P/2p5/P1p5/2r2p2/5P2/1P2R3/5K2 w - - 13 44
4,1/2-1/2,3B1k1b/3R3P/2p5/P1p5/2r2p2/1P3P2/4R3/5K2 b - - 0 44
4,1/2-1/2,3B1k1b/3R3P/2p5/P1p5/5p2/1Pr2P2/4R3/5K2 w - - 1 45
4,1/2-1/2,5k1b/3RB2P/2p5/P1p5/5p2/1Pr2P2/4R3/5K2 b - - 2 45
4,1/2-1/2,4k2b/3RB2P/2p5/P1p5/5p2/1Pr2P2/4R3/5K2 w - - 3 46
4,1/2-1/2,3Rk2b/4B2P/2p5/P1p5/5p2/1Pr2P2/4R3/5K2 b - - 4 46
4,1/2-1/2,3R3b/4Bk1P/2p5/P1p5/5p2/1Pr2P2/4R3/5K2 w - - 5 47
4,1/2-1/2,7R/4Bk1P/2p5/P1p5/5p2/1Pr2P2/4R3/5K2 b - - 0 47
4,1/2-1/2,7R/4Bk1P/2p5/P1p5/5p2/1P3r2/4R3/5K2 w - - 0 48
4,1/2-1/2,7R/4Bk1P/2p5/P1p5/5p2/1P3r2/4R1K1/8 b - - 1 48
4,1/2-1/2,7R/4Bk1P/2p5/P1p5/5p2/1P4r1/4R1K1/8 w - - 2 49
4,1/2-1/2,7R/4Bk1P/2p5/P1p5/5p2/1P4r1/4R3/7K b - - 3 49
4,1/2-1/2,7R/4B1kP/2p5/P1p5/5p2/1P4r1/4R3/7K w - - 4 50
4,1/2-1/2,4R3/4B1kP/2p5/P1p5/5p2/1P4r1/4R3/7K b - - 5 50
4,1/2-1/2,4R3/4B1kP/2p5/P1p5/5p2/1P5r/4R3/7K w - - 6 51
4,1/2-1/2,4R3/4B1kP/2p5/P1p5/5p2/1P5r/4R3/6K1 b - - 7 51
4,1/2-1/2,4R3/4B1kP/2p5/P1p5/5p2/1P4r1/4R3/6K1 w - - 8 52
4,1/2-1/2,4R3/4B1kP/2p5/P1p5/5p2/1P4r1/4R3/5K2 b - - 9 52
4,1/2-1/2,4R3/4B1kP/2p5/P1p5/5p2/1P3r2/4R3/5K2 w - - 10 53
4,1/2-1/2,4R3/4B1kP/2p5/P1p5/5p2/1P3r2/5R2/5K2 b - - 11 53
4,1/2-1/2,4R3/4B1kP/2p5/P1p5/5p2/1P6/5r2/5K2 w - - 0 54
4,1/2-1/2,4R3/4B1kP/2p5/P1p5/5p2/1P6/5K2/8 b - - 0 54
4,1/2-1/2,4R3/4B2k/2p5/P1p5/5p2/1P6/5K2/8 w - - 0 55
4,1/2-1/2,4RB2/7k/2p5/P1p5/5p2/1P6/5K2/8 b - - 1 55
4,1/2-1/2,4RB1k/8/2p5/P1p5/5p2/1P6/5K2/8 w - - 2 56
4,1/2-1/2,4R2k/8/2p5/P1B5/5p2/1P6/5K2/8 b - - 0 56
4,1/2-1/2,4R3/7k/2p5/P1B5/5p2/1P6/5K2/8 w - - 1 57
4,1/2-1/2,4R3/7k/2p5/P1B5/5p2/1P3K2/8/8 b - - 2 57
4,1/2-1/2,4R3/8/2p3k1/P1B5/5p2/1P3K2/8/8 w - - 3 58
4,1/2-1/2,8/8/2p3k1/P1B1R3/5p2/1P3K2/8/8 b - - 4 58
4,1/2-1/2,8/8/2p4k/P1B1R3/5p2/1P3K2/8/8 w - - 5 59
4,1/2-1/2,8/8/2p4k/P1B1R3/5pK1/1P6/8/8 b - - 6 59
4,1/2-1/2,8/7k/2p5/P1B1R3/5pK1/1P6/8/8 w - - 7 60
4,1/2-1/2,8/7k/1Bp5/P3R3/5pK1/1P6/8/8 b - - 8 60
4,1/2-1/2,8/7k/1Bp5/P3R3/6K1/1P3p2/8/8 w - - 0 61
4,1/2-1/2,8/7k/1Bp5/P4R2/6K1/1P3p2/8/8 b - - 1 61
4,1/2-1/2,8/8/1Bp3k1/P4R2/6K1/1P3p2/8/8 w - - 2 62
4,1/2-1/2,8/8/1Bp3k1/P1R5/6K1/1P3p2/8/8 b - - 3 62
4,1/2-1/2,8/5k2/1Bp5/P1R5/6K1/1P3p2/8/8 w - - 4 63
4,1/2-1/2,8/5k2/1Bp5/P1R5/8/1P3K2/8/8 b - - 0 63
4,1/2-1/2,8/8/1Bp3k1/P1R5/8/1P3K2/8/8 w - - 1 64
4,1/2-1/2,8/8/1Bp3k1/P7/8/1P3K2/8/2R5 b - - 2 64
4,1/2-1/2,8/8/1Bp5/P4k2/8/1P3K2/8/2R5 w - - 3 65
4,1/2-1/2,8/8/1Bp5/P4k2/8/1P6/5K2/2R5 b - - 4 65
4,1/2-1/2,8/8/1Bp3k1/P7/8/1P6/5K2/2R5 w - - 5 66
4,1/2-1/2,8/8/1Bp3k1/P7/8/1P6/6K1/2R5 b - - 6 66
4,1/2-1/2,8/8/1Bp4k/P7/8/1P6/6K1/2R5 w - - 7 67
4,1/2-1/2,8/8/1Bp4k/P7/8/1PR5/6K1/8 b - - 8 67
4,1/2-1/2,8/6k1/1Bp5/P7/8/1PR5/6K1/8 w - - 9 68
4,1/2-1/2,8/6k1/1Bp5/P7/8/1P6/2R3K1/8 b - - 10 68
4,1/2-1/2,8/8/1Bp3k1/P7/8/1P6/2R3K1/8 w - - 11 69
4,1/2-1/2,8/8/1Bp3k1/P7/8/1P6/6K1/2R5 b - - 12 69
4,1/2-1/2,8/5k2/1Bp5/P7/8/1P6/6K1/2R5 w - - 13 70
4,1/2-1/2,8/B4k2/2p5/P7/8/1P6/6K1/2R5 b - - 14 70
4,1/2-1/2,8/B4k2/8/P1p5/8/1P6/6K1/2R5 w - - 0 71
4,1/2-1/2,8/B4k2/8/P1p5/8/1P6/6K1/3R4 b - - 1 71
4,1/2-1/2,8/B3k3/8/P1p5/8/1P6/6K1/3R4 w - - 2 72
4,1/2-1/2,8/B3k3/8/P1p5/8/1P6/8/3R2K1 b - - 3 72
4,1/2-1/2,8/B7/5k2/P1p5/8/1P6/8/3R2K1 w - - 4 73
4,1/2-1/2,8/8/1B3k2/P1p5/8/1P6/8/3R2K1 b - - 5 73
4,1/2-1/2,8/8/1B6/P1p3k1/8/1P6/8/3R2K1 w - - 6 74
4,1/2-1/2,8/8/PB6/2p3k1/8/1P6/8/3R2K1 b - - 0 74
4,1/2-1/2,8/8/PB3k2/2p5/8/1P6/8/3R2K1 w - - 1 75
4,1/2-1/2,8/P7/1B3k2/2p5/8/1P6/8/3R2K1 b - - 0 75
4,1/2-1/2,8/P7/1B3k2/8/2p5/1P6/8/3R2K1 w - - 0 76
4,1/2-1/2,8/P7/1B3k2/8/2P5/8/8/3R2K1 b - - 0 76
4,1/2-1/2,8/P7/1B6/6k1/2P5/8/8/3R2K1 w - - 1 77
4,1/2-1/2,8/P7/1B6/6k1/2P5/8/7K/3R4 b - - 2 77
4,1/2-1/2,8/P7/1B3k2/8/2P5/8/7K/3R4 w - - 3 78
4,1/2-1/2,8/P7/1B3k2/8/2P5/8/8/3R3K b - - 4 78
4,1/2-1/2,8/P4k2/1B6/8/2P5/8/8/3R3K w - - 5 79
4,1/2-1/2,8/P4k2/1B6/8/2P5/3R4/8/7K b - - 6 79
4,1/2-1/2,8/P7/1B2k3/8/2P5/3R4/8/7K w - - 7 80
4,1/2-1/2,8/P7/4k3/8/2P5/3RB3/8/7K b - - 8 80
4,1/2-1/2,8/P4k2/8/8/2P5/3RB3/8/7K w - - 9 81
4,1/2-1/2,8/P4k2/8/8/2P2B2/3R4/8/7K b - - 10 81
4,1/2-1/2,8/P3k3/8/8/2P2B2/3R4/8/7K w - - 11 82
4,1/2-1/2,8/P3k3/8/8/2P2B2/8/8/3R3K b - - 12 82
4,1/2-1/2,8/P4k2/8/8/2P2B2/8/8/3R3K w - - 13 83
4,1/2-1/2,8/P4k2/8/8/2P5/8/8/2BR3K b - - 14 83
4,1/2-1/2,6k1/P7/8/8/2P5/8/8/2BR3K w - - 15 84
4,1/2-1/2,6k1/P7/8/8/2P5/4B3/8/3R3K b - - 16 84
4,1/2-1/2,8/P6k/8/8/2P5/4B3/8/3R3K w - - 17 85
4,1/2-1/2,8/P6k/8/8/2P5/8/5B2/3R3K b - - 18 85
4,1/2-1/2,6k1/P7/8/8/2P5/8/5B2/3R3K w - - 19 86
4,1/2-1/2,6k1/P7/3R4/8/2P5/8/5B2/7K b - - 20 86
4,1/2-1/2,5k2/P7/3R4/8/2P5/8/5B2/7K w - - 21 87
4,1/2-1/2,5k2/P7/2R5/8/2P5/8/5B2/7K b - - 22 87
4,1/2-1/2,8/P5k1/2R5/8/2P5/8/5B2/7K w - - 23 88
4,1/2-1/2,8/P5k1/2R5/8/2P5/8/5B2/6K1 b - - 24 88
4,1/2-1/2,8/P6k/2R5/8/2P5/8/5B2/6K1 w - - 25 89
4,1/2-1/2,8/P6k/1R6/8/2P5/8/5B2/6K1 b - - 26 89
4,1/2-1/2,7k/P7/1R6/8/2P5/8/5B2/6K1 w - - 27 90
4,1/2-1/2,7k/P7/3R4/8/2P5/8/5B2/6K1 b - - 28 90
4,1/2-1/2,8/P5k1/3R4/8/2P5/8/5B2/6K1 w - - 29 91
4,1/2-1/2,8/P5k1/R7/8/2P5/8/5B2/6K1 b - - 30 91
4,1/2-1/2,6k1/P7/R7/8/2P5/8/5B2/6K1 w - - 31 92
4,1/2-1/2,6k1/P7/RB6/8/2P5/8/8/6K1 b - - 32 92
4,1/2-1/2,5k2/P7/RB6/8/2P5/8/8/6K1 w - - 33 93
4,1/2-1/2,5k2/P7/RB6/8/2P5/8/7K/8 b - - 34 93
4,1/2-1/2,4k3/P7/RB6/8/2P5/8/7K/8 w - - 35 94
4,1/2-1/2,4k3/P7/1B6/8/R1P5/8/7K/8 b - - 36 94
4,1/2-1/2,8/P4k2/1B6/8/R1P5/8/7K/8 w - - 37 95
4,1/2-1/2,8/P4k2/8/B7/R1P5/8/7K/8 b - - 38 95
4,1/2-1/2,4k3/P7/8/B7/R1P5/8/7K/8 w - - 39 96
4,1/2-1/2,Q3k3/8/8/B7/R1P5/8/7K/8 b - - 0 96
4,1/2-1/2,Q7/4k3/8/B7/R1P5/8/7K/8 w - - 1 97
4,1/2-1/2,8/4k3/8/B7/R1P1Q3/8/7K/8 b - - 2 97
4,1/2-1/2,8/8/3k4/B7/R1P1Q3/8/7K/8 w - - 3 98
4,1/2-1/2,8/8/3k4/8/RBP1Q3/8/7K/8 b - - 4 98
4,1/2-1/2,8/2k5/8/8/RBP1Q3/8/7K/8 w - - 5 99
4,1/2-1/2,8/2k5/8/8/RBP5/3Q4/7K/8 b - - 6 99
4,1/2-1/2,1k6/8/8/8/RBP5/3Q4/7K/8 w - - 7 100
4,1/2-1/2,1k6/8/8/8/1BP5/R2Q4/7K/8 b - - 8 100
4,1/2-1/2,2k5/8/8/8/1BP5/R2Q4/7K/8 w - - 9 101
4,1/2-1/2,2k5/8/8/8/2P5/R2Q4/3B3K/8 b - - 10 101
4,1/2-1/2,8/1k6/8/8/2P5/R2Q4/3B3K/8 w - - 11 102
4,1/2-1/2,8/1k6/8/8/2P5/R6Q/3B3K/8 b - - 12 102
4,1/2-1/2,1k6/8/8/8/2P5/R6Q/3B3K/8 w - - 13 103
4,1/2-1/2,1k6/8/8/8/2P5/R7/3B3K/5Q2 b - - 14 103
4,1/2-1/2,8/2k5/8/8/2P5/R7/3B3K/5Q2 w - - 15 104
4,1/2-1/2,8/2k5/8/8/2P5/R7/3B3K/4Q3 b - - 16 104
4,1/2-1/2,8/8/1k6/8/2P5/R7/3B3K/4Q3 w - - 17 105
4,1/2-1/2,8/8/1k6/8/2P5/R7/3B3K/2Q5 b - - 18 105
4,1/2-1/2,8/2k5/8/8/2P5/R7/3B3K/2Q5 w - - 19 106
4,1/2-1/2,8/2k5/8/8/2P5/5R2/3B3K/2Q5 b - - 20 106
4,1/2-1/2,3k4/8/8/8/2P5/5R2/3B3K/2Q5 w - - 21 107
4,1/2-1/2,3k4/8/8/8/2P5/4R3/3B3K/2Q5 b - - 22 107
4,1/2-1/2,8/3k4/8/8/2P5/4R3/3B3K/2Q5 w - - 23 108
4,1/2-1/2,8/3k4/8/4R3/2P5/8/3B3K/2Q5 b - - 24 108
4,1/2-1/2,3k4/8/8/4R3/2P5/8/3B3K/2Q5 w - - 25 109
4,1/2-1/2,3k4/8/8/2P1R3/8/8/3B3K/2Q5 b - - 0 109
4,1/2-1/2,2k5/8/8/2P1R3/8/8/3B3K/2Q5 w - - 1 110
4,1/2-1/2,2k5/8/8/2P1R3/8/8/3B3K/5Q2 b - - 2 110
4,1/2-1/2,8/3k4/8/2P1R3/8/8/3B3K/5Q2 w - - 3 111
4,1/2-1/2,8/3k4/8/2P5/4R3/8/3B3K/5Q2 b - - 4 111
4,1/2-1/2,3k4/8/8/2P5/4R3/8/3B3K/5Q2 w - - 5 112
4,1/2-1/2,3k4/5Q2/8/2P5/4R3/8/3B3K/8 b - - 6 112
4,1/2-1/2,2k5/5Q2/8/2P5/4R3/8/3B3K/8 w - - 7 113
4,1/2-1/2,2k5/8/8/2P2Q2/4R3/8/3B3K/8 b - - 8 113
4,1/2-1/2,8/1k6/8/2P2Q2/4R3/8/3B3K/8 w - - 9 114
4,1/2-1/2,8/1k6/8/2P2Q2/4R3/2B5/7K/8 b - - 10 114
