game,result,game_state
5,1/2-1/2,8/5k2/8/P1P5/R2P1P1P/8/2K1Q3/B6Q w - - 13 114
5,1/2-1/2,8/5k2/Q7/P1P5/R2P1P1P/8/2K5/B6Q b - - 14 114
5,1/2-1/2,8/4k3/Q7/P1P5/R2P1P1P/8/2K5/B6Q w - - 15 115
5,1/2-1/2,8/4k3/Q7/P1P5/R2P1P1P/8/2K5/B2Q4 b - - 16 115
5,1/2-1/2,5k2/8/Q7/P1P5/R2P1P1P/8/2K5/B2Q4 w - - 17 116
5,1/2-1/2,5k2/8/Q7/P1P5/3P1P1P/R7/2K5/B2Q4 b - - 18 116
5,1/2-1/2,6k1/8/Q7/P1P5/3P1P1P/R7/2K5/B2Q4 w - - 19 117
5,1/2-1/2,6k1/8/Q7/P1P5/R2P1P1P/8/2K5/B2Q4 b - - 20 117
5,1/2-1/2,5k2/8/Q7/P1P5/R2P1P1P/8/2K5/B2Q4 w - - 21 118
5,1/2-1/2,5k2/8/Q7/P1P5/R2P1P1P/1K6/8/B2Q4 b - - 22 118
5,1/2-1/2,8/5k2/Q7/P1P5/R2P1P1P/1K6/8/B2Q4 w - - 23 119
5,1/2-1/2,2Q5/5k2/8/P1P5/R2P1P1P/1K6/8/B2Q4 b - - 24 119
5,1/2-1/2,2Q5/4k3/8/P1P5/R2P1P1P/1K6/8/B2Q4 w - - 25 120
5,1/2-1/2,2Q5/4k3/8/P1P5/R2P1P1P/1K3Q2/8/B7 b - - 26 120
5,1/2-1/2,2Q5/8/5k2/P1P5/R2P1P1P/1K3Q2/8/B7 w - - 27 121
5,1/2-1/2,2Q5/8/5k2/P1P5/R2P1P1P/1KQ5/8/B7 b - - 28 121
5,1/2-1/2,2Q5/6k1/8/P1P5/R2P1P1P/1KQ5/8/B7 w - - 29 122
5,1/2-1/2,2Q5/6k1/8/P1P5/R2P1P1P/1K4Q1/8/B7 b - - 30 122
5,1/2-1/2,2Q5/8/5k2/P1P5/R2P1P1P/1K4Q1/8/B7 w - - 31 123
5,1/2-1/2,2Q5/8/5k2/P1P5/R2P1PQP/1K6/8/B7 b - - 32 123
5,1/2-1/2,2Q5/4k3/8/P1P5/R2P1PQP/1K6/8/B7 w - - 33 124
5,1/2-1/2,2Q5/3Qk3/8/P1P5/R2P1P1P/1K6/8/B7 b - - 34 124
5,1/2-1/2,2Q5/3Q4/5k2/P1P5/R2P1P1P/1K6/8/B7 w - - 35 125
5,1/2-1/2,8/2QQ4/5k2/P1P5/R2P1P1P/1K6/8/B7 b - - 36 125
5,1/2-1/2,8/2QQ4/6k1/P1P5/R2P1P1P/1K6/8/B7 w - - 37 126
5,1/2-1/2,8/2QQ4/6k1/P1P5/R2P1P1P/1KB5/8/8 b - - 38 126
5,1/2-1/2,8/2QQ4/8/P1P4k/R2P1P1P/1KB5/8/8 w - - 39 127
5,1/2-1/2,8/2QQ4/8/P1P4k/R2P1P1P/1K6/8/4B3 b - - 40 127
5,1/2-1/2,8/2QQ4/7k/P1P5/R2P1P1P/1K6/8/4B3 w - - 41 128
5,1/2-1/2,3Q4/2Q5/7k/P1P5/R2P1P1P/1K6/8/4B3 b - - 42 128
5,1/2-1/2,3Q4/2Q5/8/P1P4k/R2P1P1P/1K6/8/4B3 w - - 43 129
5,1/2-1/2,2QQ4/8/8/P1P4k/R2P1P1P/1K6/8/4B3 b - - 44 129
5,1/2-1/2,2QQ4/8/7k/P1P5/R2P1P1P/1K6/8/4B3 w - - 45 130
5,1/2-1/2,2Q5/8/1Q5k/P1P5/R2P1P1P/1K6/8/4B3 b - - 46 130
5,1/2-1/2,2Q5/7k/1Q6/P1P5/R2P1P1P/1K6/8/4B3 w - - 47 131
5,1/2-1/2,2QQ4/7k/8/P1P5/R2P1P1P/1K6/8/4B3 b - - 48 131
5,1/2-1/2,2QQ4/8/6k1/P1P5/R2P1P1P/1K6/8/4B3 w - - 49 132
5,1/2-1/2,2QQ4/8/6k1/P1P5/3P1P1P/1K6/R7/4B3 b - - 50 132
5,1/2-1/2,2QQ4/5k2/8/P1P5/3P1P1P/1K6/R7/4B3 w - - 51 133
5,1/2-1/2,2QQ4/5k2/8/P1P5/3P1P1P/1K6/5R2/4B3 b - - 52 133
5,1/2-1/2,2QQ4/8/6k1/P1P5/3P1P1P/1K6/5R2/4B3 w - - 53 134
5,1/2-1/2,2QQ4/8/6k1/P1P5/3P1P1P/1K3R2/8/4B3 b - - 54 134
5,1/2-1/2,2QQ4/8/7k/P1P5/3P1P1P/1K3R2/8/4B3 w - - 55 135
5,1/2-1/2,2QQ4/8/7k/P1P5/3P1P1P/1K6/8/4BR2 b - - 56 135
5,1/2-1/2,2QQ4/6k1/8/P1P5/3P1P1P/1K6/8/4BR2 w - - 57 136
5,1/2-1/2,2QQ4/6k1/8/P1P5/3P1P1P/K7/8/4BR2 b - - 58 136
5,1/2-1/2,2QQ4/8/6k1/P1P5/3P1P1P/K7/8/4BR2 w - - 59 137
5,1/2-1/2,2QQ4/8/6k1/P1P5/3P1P1P/K1B5/8/5R2 b - - 60 137
5,1/2-1/2,2QQ4/6k1/8/P1P5/3P1P1P/K1B5/8/5R2 w - - 61 138
5,1/2-1/2,2QQ4/6k1/8/P1P5/3P1P1P/K1B5/8/6R1 b - - 62 138
5,1/2-1/2,2QQ4/5k2/8/P1P5/3P1P1P/K1B5/8/6R1 w - - 63 139
5,1/2-1/2,2QQ4/5k2/8/P1P4P/3P1P2/K1B5/8/6R1 b - - 0 139
